Company Name,Exchange:Ticker,Country,Region,Primary Industry,AV Industry,AV Sector,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010,FY2011,FY2012,FY2013,FY2014,FY2015,FY2016,IQ_LTM
China Construction Bank Corporation (SEHK:939),SEHK:939,China,Asia-Pacific,Diversified Banks,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,"$12,804 ","$15,191 ","$17,005 ","$19,221 ","$28,041 ","$31,786 ","$35,338 ","$43,367 ","$53,053 ","$61,405 ","$68,040 ","$72,111 ","$71,618 ",$0 ,"$70,070 "
Airbus Group SE (ENXTPA:AIR),ENXTPA:AIR,Netherlands,Europe,Aerospace and Defense,Auto & Transportation,Aerospace,"$21,656 ","$23,728 ","$20,439 ","$32,402 ","$31,458 ","$31,702 ","$33,415 ","$35,987 ","$41,488 ","$41,160 ","$45,518 ","$45,052 ","$48,135 ","$51,686 ","$59,421 ","$62,342 ","$63,875 ","$68,491 ",$0 ,"$67,533 "
"Aeon Co., Ltd. (TSE:8267)",TSE:8267,Japan,Asia-Pacific,Hypermarkets and Super Centers,Services,Retail,"$20,459 ","$21,579 ","$22,072 ","$23,965 ","$25,658 ","$26,582 ","$30,606 ","$36,683 ","$38,733 ","$42,182 ","$45,177 ","$41,144 ","$39,715 ","$44,558 ","$45,516 ","$49,705 ","$55,911 ","$61,714 ","$71,487 ","$72,045 "
ENGIE SA (ENXTPA:ENGI),ENXTPA:ENGI,France,Europe,Multi-Utilities,Services,Utilities,"$33,669 ","$34,086 ","$37,830 ","$45,986 ","$50,180 ","$42,785 ","$44,279 ","$44,657 ","$46,596 ","$49,948 ","$71,461 ","$84,070 ","$88,877 ","$95,395 ","$102,092 ","$93,951 ","$78,575 ","$74,265 ",$0 ,"$68,245 "
Panasonic Corporation (TSE:6752),TSE:6752,Japan,Asia-Pacific,Consumer Electronics,TIME,Tech HW Equipment,"$68,986 ","$66,796 ","$65,004 ","$67,158 ","$60,592 ","$64,712 ","$65,394 ","$76,181 ","$77,761 ","$79,631 ","$79,288 ","$67,892 ","$64,854 ","$75,998 ","$68,598 ","$63,849 ","$67,639 ","$67,263 ","$66,041 ","$63,232 "
Johnson & Johnson (NYSE:JNJ),NYSE:JNJ,United States,North America,Pharmaceuticals,Resources/Process Material,Pharma,"$23,657 ","$27,471 ","$29,139 ","$33,004 ","$36,298 ","$41,862 ","$47,348 ","$50,514 ","$53,324 ","$61,095 ","$63,747 ","$61,897 ","$61,587 ","$65,030 ","$67,224 ","$71,112 ","$74,151 ","$70,074 ",$0 ,"$71,890 "
Tesco PLC (LSE:TSCO),LSE:TSCO,United Kingdom,Europe,Food Retail,Services,Retail,"$19,536 ","$21,062 ","$23,072 ","$25,763 ","$29,035 ","$32,329 ","$37,825 ","$41,704 ","$48,431 ","$52,343 ","$58,059 ","$66,688 ","$69,858 ","$74,794 ","$79,223 ","$79,575 ","$77,395 ","$75,417 ","$66,111 ","$66,545 "
Zurich Insurance Group AG (SWX:ZURN),SWX:ZURN,Switzerland,Europe,Multi-line Insurance,Services,Insurance,"$39,115 ","$39,962 ","$37,431 ","$38,179 ","$39,950 ","$51,270 ","$59,590 ","$67,188 ","$65,043 ","$55,044 ","$32,331 ","$70,276 ","$67,812 ","$52,977 ","$70,448 ","$72,046 ","$72,828 ","$60,558 ","$67,334 ","$67,334 "
Target Corporation (NYSE:TGT),NYSE:TGT,United States,North America,General Merchandise Stores,Services,Retail,"$27,757 ","$30,951 ","$33,702 ","$36,903 ","$39,888 ","$43,917 ","$48,163 ","$46,839 ","$52,620 ","$59,490 ","$63,367 ","$64,948 ","$65,357 ","$67,390 ","$69,865 ","$73,301 ","$72,596 ","$72,618 ","$73,785 ","$70,431 "
Phillips 66 (NYSE:PSX),NYSE:PSX,United States,North America,Oil and Gas Refining and Marketing,Resources/Process Material,Oil & Gas,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$156,302 ","$99,408 ","$132,919 ","$182,133 ","$166,169 ","$157,795 ","$146,593 ","$85,195 ","$70,898 ","$70,898 "
Prudential plc (LSE:PRU),LSE:PRU,United Kingdom,Europe,Life and Health Insurance,Services,Insurance,"$28,642 ","$38,820 ","$22,602 ","$17,565 ","$15,806 ","$25,458 ","$37,518 ","$50,482 ","$44,123 ","$40,344 ","($12,603)","$59,043 ","$58,486 ","$44,812 ","$68,098 ","$64,291 ","$73,806 ","$50,449 ",$0 ,"$63,300 "
Marubeni Corporation (TSE:8002),TSE:8002,Japan,Asia-Pacific,Trading Companies and Distributors,Services,Trading & Distribution,"$4,673 ","$4,567 ","$3,965 ","$4,194 ","$3,819 ","$3,713 ","$24,254 ","$26,566 ","$27,451 ","$31,989 ","$36,424 ","$34,991 ","$28,676 ","$32,207 ","$38,384 ","$42,501 ","$61,686 ","$68,302 ","$63,825 ","$63,825 "
"MetLife, Inc. (NYSE:MET)",NYSE:MET,United States,North America,Life and Health Insurance,Services,Insurance,"$27,077 ","$25,426 ","$31,947 ","$31,903 ","$33,147 ","$35,789 ","$38,968 ","$44,776 ","$48,396 ","$53,007 ","$50,989 ","$41,254 ","$52,622 ","$70,007 ","$68,576 ","$69,396 ","$73,290 ","$69,457 ",$0 ,"$67,394 "
"Dai-ichi Life Holdings, Inc. (TSE:8750)",TSE:8750,Japan,Asia-Pacific,Life and Health Insurance,Services,Insurance,$0 ,"$44,894 ","$46,639 ","$42,974 ","$41,456 ","$39,431 ","$42,651 ","$40,516 ","$42,960 ","$39,626 ","$35,798 ","$34,154 ","$43,955 ","$36,577 ","$42,799 ","$45,699 ","$51,733 ","$62,891 ","$63,759 ","$57,696 "
METRO AG (DB:MEO),DB:MEO,Germany,Europe,Hypermarkets and Super Centers,Services,Retail,"$51,604 ","$48,495 ","$49,374 ","$52,101 ","$54,209 ","$56,386 ","$59,347 ","$58,624 ","$63,001 ","$67,688 ","$71,495 ","$68,942 ","$70,761 ","$70,176 ","$70,215 ","$64,978 ","$66,318 ","$62,932 ","$61,459 ","$61,350 "
The Procter & Gamble Company (NYSE:PG),NYSE:PG,United States,North America,Household Products,Resources/Process Material,Personal & Household,"$37,154 ","$38,125 ","$39,951 ","$39,244 ","$40,238 ","$43,377 ","$51,407 ","$56,741 ","$68,222 ","$76,476 ","$83,503 ","$79,029 ","$78,938 ","$82,559 ","$83,680 ","$84,167 ","$83,062 ","$76,279 ","$65,299 ","$65,231 "
Agricultural Bank of China Limited (SEHK:1288),SEHK:1288,China,Asia-Pacific,Diversified Banks,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,"$7,114 ","$8,377 ","$9,434 ","$8,290 ","$12,647 ","$17,153 ","$23,594 ","$26,640 ","$36,136 ","$45,815 ","$53,832 ","$59,937 ","$66,236 ","$66,054 ",$0 ,"$62,809 "
Deutsche Post AG (XTRA:DPW),XTRA:DPW,Germany,Europe,Air Freight and Logistics,Services,Freight & Logistics,"$15,435 ","$23,619 ","$34,549 ","$35,184 ","$41,449 ","$42,296 ","$45,803 ","$47,514 ","$64,214 ","$67,370 ","$57,596 ","$48,883 ","$54,442 ","$55,854 ","$58,853 ","$58,387 ","$60,058 ","$63,423 ",$0 ,"$60,689 "
The People's Insurance Company (Group) of China Limited (SEHK:1339),SEHK:1339,China,Asia-Pacific,Property and Casualty Insurance,Services,Insurance,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$22,813 ","$31,881 ","$34,280 ","$37,183 ","$44,178 ","$51,003 ","$58,760 ",$0 ,"$62,390 "
Citigroup Inc. (NYSE:C),NYSE:C,United States,North America,Diversified Banks,Services,Financial Services,"$46,185 ","$54,400 ","$69,849 ","$73,257 ","$60,786 ","$69,376 ","$80,472 ","$75,455 ","$82,877 ","$85,534 ","$72,172 ","$57,927 ","$61,407 ","$66,580 ","$59,325 ","$68,762 ","$70,054 ","$69,246 ",$0 ,"$63,126 "
BASF SE (DB:BAS),DB:BAS,Germany,Europe,Diversified Chemicals,Resources/Process Material,Chemicals,"$29,083 ","$31,008 ","$37,818 ","$34,192 ","$33,893 ","$35,099 ","$39,491 ","$44,971 ","$55,350 ","$60,969 ","$65,549 ","$53,333 ","$67,199 ","$77,325 ","$82,829 ","$77,825 ","$78,197 ","$74,866 ",$0 ,"$60,547 "
"Prudential Financial, Inc. (NYSE:PRU)",NYSE:PRU,United States,North America,Life and Health Insurance,Services,Insurance,"$27,393 ","$26,880 ","$27,000 ","$27,464 ","$26,819 ","$27,989 ","$28,420 ","$31,830 ","$32,638 ","$34,605 ","$29,427 ","$32,781 ","$38,453 ","$49,062 ","$84,823 ","$41,467 ","$58,147 ","$58,378 ","$60,257 ","$60,257 "
Aetna Inc. (NYSE:AET),NYSE:AET,United States,North America,Managed Healthcare,Services,Health Care,"$16,529 ","$22,074 ","$26,740 ","$25,132 ","$19,833 ","$17,976 ","$19,902 ","$22,492 ","$25,146 ","$27,600 ","$30,951 ","$34,764 ","$34,246 ","$33,780 ","$36,596 ","$47,287 ","$58,003 ","$60,227 ","$63,155 ","$63,155 "
"Lowe's Companies, Inc. (NYSE:LOW)",NYSE:LOW,United States,North America,Home Improvement Retail,Services,Retail,"$10,137 ","$12,245 ","$15,906 ","$18,779 ","$22,111 ","$26,491 ","$30,838 ","$36,464 ","$43,243 ","$46,927 ","$48,283 ","$48,230 ","$47,220 ","$48,815 ","$50,208 ","$50,521 ","$53,417 ","$56,223 ","$59,074 ","$62,469 "
Archer-Daniels-Midland Company (NYSE:ADM),NYSE:ADM,United States,North America,Agricultural Products,Resources/Process Material,Food,"$16,109 ","$14,283 ","$12,877 ","$20,051 ","$23,454 ","$30,708 ","$36,151 ","$35,944 ","$36,596 ","$44,018 ","$69,816 ","$69,207 ","$61,682 ","$80,676 ","$93,458 ","$89,804 ","$81,201 ","$67,702 ","$62,346 ","$62,346 "
"Pepsico, Inc. (NYSE:PEP)",NYSE:PEP,United States,North America,Soft Drinks,Resources/Process Material,Beverage,"$22,348 ","$20,367 ","$20,438 ","$26,935 ","$25,112 ","$26,971 ","$29,261 ","$32,562 ","$35,137 ","$39,474 ","$43,251 ","$43,232 ","$57,838 ","$66,504 ","$65,492 ","$66,415 ","$66,683 ","$63,056 ","$62,799 ","$62,799 "
Mitsubishi Corporation (TSE:8058),TSE:8058,Japan,Asia-Pacific,Trading Companies and Distributors,Services,Trading & Distribution,"$5,143 ","$5,097 ","$5,028 ","$5,363 ","$11,291 ","$12,860 ","$13,941 ","$36,247 ","$42,201 ","$44,473 ","$52,726 ","$53,737 ","$39,705 ","$45,523 ","$48,661 ","$52,184 ","$66,753 ","$66,866 ","$60,549 ","$60,549 "
Bank of China Limited (SEHK:3988),SEHK:3988,China,Asia-Pacific,Diversified Banks,Services,Financial Services,"$12,771 ","$10,391 ","$5,703 ","$6,274 ","$7,428 ","$7,758 ","$11,863 ","$16,221 ","$19,644 ","$26,105 ","$26,677 ","$31,300 ","$38,013 ","$44,578 ","$50,197 ","$55,659 ","$59,170 ","$59,882 ",$0 ,"$59,427 "
AEGON N.V. (ENXTAM:AGN),ENXTAM:AGN,Netherlands,Europe,Life and Health Insurance,Services,Insurance,"$25,481 ","$22,270 ","$30,443 ","$31,600 ","$30,102 ","$27,529 ","$27,252 ","$45,955 ","$48,305 ","$46,337 ","$5,675 ","$45,618 ","$48,704 ","$29,352 ","$45,611 ","$47,737 ","$45,518 ","$34,036 ",$0 ,"$57,255 "
Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft (DB:MUV2),DB:MUV2,Germany,Europe,Reinsurance,Services,Insurance,"$33,899 ","$37,051 ","$42,796 ","$45,231 ","$45,030 ","$47,890 ","$47,650 ","$50,286 ","$47,841 ","$47,288 ","$43,735 ","$50,012 ","$55,417 ","$58,024 ","$63,581 ","$60,561 ","$56,566 ","$58,772 ",$0 ,"$57,119 "
Peugeot S.A. (ENXTPA:UG),ENXTPA:UG,France,Europe,Automobile Manufacturers,Auto & Transportation,Auto OEM,"$35,516 ","$39,776 ","$46,482 ","$54,577 ","$57,450 ","$57,240 ","$60,008 ","$59,197 ","$59,541 ","$63,770 ","$57,187 ","$50,938 ","$58,981 ","$63,032 ","$58,334 ","$56,907 ","$56,399 ","$58,104 ",$0 ,"$56,844 "
"United Parcel Service, Inc. (NYSE:UPS)",NYSE:UPS,United States,North America,Air Freight and Logistics,Services,Freight & Logistics,"$24,788 ","$27,052 ","$29,771 ","$30,646 ","$31,272 ","$33,485 ","$36,582 ","$42,581 ","$47,547 ","$49,692 ","$51,486 ","$45,297 ","$49,545 ","$53,105 ","$54,127 ","$55,438 ","$58,232 ","$58,363 ","$60,906 ","$60,906 "
Dell Technologies Inc. (NYSE:DVMT),NYSE:DVMT,United States,North America,Systems Software,TIME,SW & Computer Services,"$12,327 ","$18,243 ","$25,265 ","$31,888 ","$31,168 ","$35,404 ","$41,444 ","$49,205 ","$55,908 ","$57,420 ","$61,133 ","$61,101 ","$52,902 ","$61,494 ","$62,071 ","$56,940 ","$56,377 ","$58,119 ","$54,886 ","$58,222 "
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,United States,North America,Semiconductors,TIME,Tech HW Equipment,"$26,273 ","$29,389 ","$33,726 ","$26,539 ","$26,764 ","$30,141 ","$34,209 ","$38,826 ","$35,382 ","$38,334 ","$37,586 ","$35,127 ","$43,623 ","$53,999 ","$53,341 ","$52,708 ","$55,870 ","$55,355 ","$59,387 ","$59,387 "
United Technologies Corporation (NYSE:UTX),NYSE:UTX,United States,North America,Aerospace and Defense,Auto & Transportation,Aerospace,"$25,715 ","$24,127 ","$26,583 ","$27,897 ","$28,212 ","$31,059 ","$37,207 ","$42,739 ","$47,830 ","$54,597 ","$58,506 ","$52,970 ","$54,326 ","$58,190 ","$57,708 ","$62,626 ","$65,100 ","$56,098 ","$57,244 ","$57,244 "
ArcelorMittal (ENXTAM:MT),ENXTAM:MT,Luxembourg,Europe,Steel,Resources/Process Material,Steel,"$3,492 ","$4,680 ","$5,097 ","$4,486 ","$4,889 ","$5,441 ","$22,197 ","$28,132 ","$58,870 ","$105,216 ","$124,936 ","$65,110 ","$78,025 ","$93,973 ","$84,213 ","$79,440 ","$79,282 ","$63,578 ",$0 ,"$56,791 "
Eni SpA (BIT:ENI),BIT:ENI,Italy,Europe,Integrated Oil and Gas,Resources/Process Material,Oil & Gas,"$29,816 ","$32,623 ","$51,387 ","$52,442 ","$51,554 ","$55,092 ","$62,395 ","$77,568 ","$91,056 ","$92,501 ","$114,155 ","$88,065 ","$104,135 ","$115,852 ","$134,433 ","$121,496 ","$115,568 ","$71,987 ",$0 ,"$52,906 "
The Walt Disney Company (NYSE:DIS),NYSE:DIS,United States,North America,Movies and Entertainment,TIME,Entertainment,"$22,976 ","$23,402 ","$25,402 ","$25,269 ","$25,329 ","$27,061 ","$30,752 ","$31,944 ","$34,285 ","$35,510 ","$37,843 ","$36,149 ","$38,063 ","$40,893 ","$42,278 ","$45,041 ","$48,813 ","$52,465 ","$55,632 ","$55,172 "
FedEx Corporation (NYSE:FDX),NYSE:FDX,United States,North America,Air Freight and Logistics,Services,Freight & Logistics,"$15,873 ","$16,773 ","$18,257 ","$19,629 ","$20,607 ","$22,487 ","$24,710 ","$29,363 ","$32,294 ","$35,214 ","$37,953 ","$35,497 ","$34,734 ","$39,304 ","$42,680 ","$44,287 ","$45,567 ","$47,453 ","$50,365 ","$55,227 "
"Tokyo Electric Power Company Holdings, Incorporated (TSE:9501)",TSE:9501,Japan,Asia-Pacific,Electric Utilities,Services,Utilities,"$46,145 ","$44,487 ","$44,515 ","$45,970 ","$45,642 ","$43,007 ","$42,436 ","$44,127 ","$45,948 ","$46,188 ","$47,905 ","$51,474 ","$43,856 ","$46,936 ","$46,769 ","$52,249 ","$57,977 ","$59,307 ","$53,068 ","$47,652 "
Humana Inc. (NYSE:HUM),NYSE:HUM,United States,North America,Managed Healthcare,Services,Health Care,"$9,781 ","$10,101 ","$10,514 ","$10,195 ","$11,261 ","$12,226 ","$13,104 ","$14,418 ","$21,417 ","$25,290 ","$28,946 ","$30,960 ","$33,868 ","$36,832 ","$39,126 ","$41,313 ","$48,500 ","$54,289 ","$54,379 ","$54,379 "
Marathon Petroleum Corporation (NYSE:MPC),NYSE:MPC,United States,North America,Oil and Gas Refining and Marketing,Resources/Process Material,Oil & Gas,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$49,888 ","$59,920 ","$40,681 ","$57,316 ","$73,583 ","$76,580 ","$93,949 ","$91,254 ","$64,471 ",$0 ,"$56,011 "
JBS S.A. (BOVESPA:JBSS3),BOVESPA:JBSS3,Brazil,Emerging,Packaged Foods and Meats,Resources/Process Material,Food,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,121 ","$1,188 ","$1,377 ","$4,528 ","$9,714 ","$10,986 ","$17,627 ","$19,786 ","$24,236 ","$29,745 ","$38,571 ","$51,488 ",$0 ,"$56,322 "
Korea Electric Power Corporation (KOSE:A015760),KOSE:A015760,South Korea,Asia-Pacific,Electric Utilities,Services,Utilities,"$12,403 ","$13,730 ","$16,308 ","$17,631 ","$18,625 ","$19,853 ","$20,883 ","$22,181 ","$23,893 ","$25,400 ","$27,512 ","$29,633 ","$34,369 ","$37,948 ","$42,820 ","$46,823 ","$49,796 ","$51,155 ",$0 ,"$51,624 "
Renault SA (ENXTPA:RNO),ENXTPA:RNO,France,Europe,Automobile Manufacturers,Auto & Transportation,Auto OEM,"$39,124 ","$39,550 ","$42,268 ","$38,244 ","$38,228 ","$39,479 ","$42,835 ","$43,491 ","$43,691 ","$42,801 ","$39,759 ","$35,468 ","$41,001 ","$44,848 ","$43,419 ","$43,064 ","$43,193 ","$48,169 ",$0 ,"$50,831 "
Pfizer Inc. (NYSE:PFE),NYSE:PFE,United States,North America,Pharmaceuticals,Resources/Process Material,Pharma,"$13,544 ","$16,204 ","$29,574 ","$32,259 ","$32,373 ","$45,188 ","$52,516 ","$51,298 ","$48,371 ","$48,418 ","$48,296 ","$50,009 ","$67,809 ","$67,425 ","$58,986 ","$51,584 ","$49,605 ","$48,851 ",$0 ,"$52,824 "
"American International Group, Inc. (NYSE:AIG)",NYSE:AIG,United States,North America,Multi-line Insurance,Services,Insurance,"$33,239 ","$40,656 ","$45,972 ","$62,402 ","$67,482 ","$81,303 ","$97,772 ","$106,895 ","$113,194 ","$126,251 ","$89,837 ","$105,032 ","$77,573 ","$64,267 ","$65,663 ","$67,497 ","$63,587 ","$58,239 ",$0 ,"$51,209 "
Roche Holding AG (SWX:ROG),SWX:ROG,Switzerland,Europe,Pharmaceuticals,Resources/Process Material,Pharma,"$24,385 ","$27,257 ","$28,350 ","$28,835 ","$29,391 ","$28,634 ","$30,921 ","$36,543 ","$43,018 ","$47,832 ","$47,365 ","$50,576 ","$48,614 ","$43,617 ","$46,911 ","$48,065 ","$49,305 ","$49,976 ","$52,044 ","$52,044 "
Bayer Aktiengesellschaft (DB:BAYN),DB:BAYN,Germany,Europe,Pharmaceuticals,Resources/Process Material,Pharma,"$29,523 ","$26,506 ","$31,548 ","$30,445 ","$30,466 ","$30,055 ","$31,308 ","$28,809 ","$30,464 ","$34,072 ","$34,632 ","$32,791 ","$36,915 ","$38,430 ","$41,831 ","$42,248 ","$44,439 ","$49,228 ","$49,205 ","$49,205 "
Vodafone Group Plc (LSE:VOD),LSE:VOD,United Kingdom,Europe,Wireless Telecommunication Services,TIME,Telecome Operators,"$3,033 ","$4,124 ","$9,664 ","$18,418 ","$28,043 ","$37,286 ","$40,190 ","$41,899 ","$36,028 ","$38,181 ","$43,550 ","$50,349 ","$54,590 ","$56,324 ","$56,978 ","$54,557 ","$47,071 ","$51,576 ","$50,295 ","$48,783 "
Toshiba Corporation (TSE:6502),TSE:6502,Japan,Asia-Pacific,Industrial Conglomerates,Engineering,Equipment Mech./Industrial,"$48,425 ","$47,175 ","$51,201 ","$52,844 ","$47,676 ","$49,447 ","$49,497 ","$51,517 ","$55,496 ","$62,217 ","$67,444 ","$58,179 ","$56,200 ","$56,244 ","$53,725 ","$51,354 ","$57,223 ","$58,029 ","$49,560 ","$46,118 "
Sysco Corporation (NYSE:SYY),NYSE:SYY,United States,North America,Food Distributors,Services,Retail,"$15,328 ","$17,423 ","$19,303 ","$21,784 ","$23,351 ","$26,140 ","$29,335 ","$30,282 ","$32,628 ","$35,042 ","$37,522 ","$36,853 ","$37,243 ","$39,323 ","$42,381 ","$44,411 ","$46,517 ","$48,681 ","$50,367 ","$53,077 "
"MS&AD Insurance Group Holdings, Inc. (TSE:8725)",TSE:8725,Japan,Asia-Pacific,Property and Casualty Insurance,Services,Insurance,"$9,207 ","$8,921 ","$8,201 ","$8,207 ","$11,856 ","$16,060 ","$17,593 ","$17,477 ","$18,345 ","$18,402 ","$18,418 ","$14,879 ","$16,038 ","$28,722 ","$30,814 ","$36,610 ","$38,072 ","$40,570 ","$43,071 ","$46,441 "
"Telefónica, S.A. (BME:TEF)",BME:TEF,Spain,Europe,Integrated Telecommunication Services,TIME,Telecome Operators,"$19,254 ","$24,362 ","$31,139 ","$33,444 ","$30,727 ","$30,741 ","$32,802 ","$41,028 ","$57,006 ","$60,125 ","$61,738 ","$61,057 ","$65,603 ","$67,355 ","$67,225 ","$60,868 ","$53,815 ","$51,013 ",$0 ,"$55,658 "
Lockheed Martin Corporation (NYSE:LMT),NYSE:LMT,United States,North America,Aerospace and Defense,Auto & Transportation,Aerospace,"$26,266 ","$25,530 ","$25,329 ","$23,990 ","$26,578 ","$31,824 ","$35,526 ","$37,213 ","$39,620 ","$41,862 ","$42,731 ","$45,189 ","$45,803 ","$46,499 ","$47,182 ","$45,358 ","$45,600 ","$46,132 ","$47,248 ","$47,248 "
RWE Aktiengesellschaft (DB:RWE),DB:RWE,Germany,Europe,Multi-Utilities,Services,Utilities,"$33,020 ","$35,647 ","$44,635 ","$68,099 ","$45,752 ","$49,321 ","$45,594 ","$42,628 ","$45,104 ","$43,191 ","$49,974 ","$48,597 ","$53,363 ","$51,713 ","$53,638 ","$54,278 ","$48,795 ","$49,573 ",$0 ,"$47,208 "
Manulife Financial Corporation (TSX:MFC),TSX:MFC,Canada,North America,Life and Health Insurance,Services,Insurance,"$7,975 ","$10,552 ","$10,575 ","$12,128 ","$12,353 ","$12,446 ","$20,288 ","$23,880 ","$24,885 ","$25,817 ","$23,956 ","$29,715 ","$27,562 ","$37,447 ","$21,630 ","$12,741 ","$39,879 ","$24,860 ","$38,779 ","$38,779 "
LG Electronics Inc. (KOSE:A066570),KOSE:A066570,South Korea,Asia-Pacific,Consumer Electronics,TIME,Tech HW Equipment,$0 ,"$15,567 ","$19,802 ","$26,043 ","$25,940 ","$31,029 ","$37,702 ","$38,744 ","$40,396 ","$46,573 ","$55,163 ","$63,594 ","$48,602 ","$47,297 ","$44,423 ","$50,682 ","$51,467 ","$49,346 ",$0 ,"$48,075 "
Hewlett Packard Enterprise Company (NYSE:HPE),NYSE:HPE,United States,North America,"Technology Hardware, Storage and Peripherals",TIME,Tech HW Equipment,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$61,042 ","$57,371 ","$55,123 ","$52,107 ","$50,123 ","$50,123 "
CNP Assurances SA (ENXTPA:CNP),ENXTPA:CNP,France,Europe,Life and Health Insurance,Services,Insurance,"$22,808 ","$16,385 ","$18,092 ","$23,605 ","$23,857 ","$28,637 ","$31,249 ","$40,715 ","$46,013 ","$44,776 ","$27,072 ","$49,835 ","$46,568 ","$38,482 ","$44,516 ","$43,994 ","$46,373 ","$46,317 ",$0 ,"$42,808 "
Novartis AG (SWX:NOVN),SWX:NOVN,Switzerland,Europe,Pharmaceuticals,Resources/Process Material,Pharma,"$31,346 ","$32,100 ","$35,402 ","$31,678 ","$32,048 ","$24,864 ","$28,247 ","$32,526 ","$36,749 ","$38,947 ","$42,584 ","$45,075 ","$51,561 ","$59,375 ","$57,505 ","$58,831 ","$53,634 ","$50,359 ","$49,386 ","$49,386 "
Koninklijke Ahold Delhaize N.V. (ENXTAM:AD),ENXTAM:AD,Netherlands,Europe,Food Retail,Services,Retail,"$27,863 ","$35,308 ","$55,203 ","$70,061 ","$65,947 ","$58,988 ","$54,708 ","$46,813 ","$47,209 ","$29,618 ","$27,062 ","$29,379 ","$31,068 ","$31,847 ","$34,551 ","$34,314 ","$34,481 ","$40,598 ",$0 ,"$46,672 "
PTT Public Company Limited (SET:PTT),SET:PTT,Thailand,Asia-Pacific,Integrated Oil and Gas,Resources/Process Material,Oil & Gas,$0 ,$0 ,"$10,420 ","$10,059 ","$11,408 ","$14,098 ","$18,398 ","$26,533 ","$34,646 ","$42,689 ","$57,101 ","$45,268 ","$54,224 ","$69,297 ","$79,733 ","$81,127 ","$80,900 ","$57,501 ","$49,054 ","$49,054 "
Wesfarmers Limited (ASX:WES),ASX:WES,Australia,Asia-Pacific,Hypermarkets and Super Centers,Services,Retail,"$2,139 ","$2,364 ","$2,649 ","$3,325 ","$5,596 ","$5,875 ","$6,370 ","$6,206 ","$6,712 ","$7,390 ","$25,446 ","$38,629 ","$39,269 ","$41,578 ","$44,007 ","$45,334 ","$45,599 ","$47,412 ","$49,993 ","$51,096 "
"Casino, Guichard-Perrachon Société Anonyme (ENXTPA:CO)",ENXTPA:CO,France,Europe,Food Retail,Services,Retail,"$14,893 ","$16,453 ","$20,066 ","$23,129 ","$24,048 ","$24,180 ","$24,376 ","$24,251 ","$23,946 ","$26,573 ","$30,199 ","$28,150 ","$30,592 ","$36,150 ","$44,157 ","$51,178 ","$51,018 ","$49,038 ",$0 ,"$46,541 "
"Cisco Systems, Inc. (NasdaqGS:CSCO)",NasdaqGS:CSCO,United States,North America,Communications Equipment,TIME,Telecome Operators,"$8,459 ","$12,154 ","$18,928 ","$22,293 ","$18,915 ","$18,878 ","$22,045 ","$24,801 ","$28,484 ","$34,922 ","$39,540 ","$36,117 ","$40,040 ","$43,218 ","$46,061 ","$48,607 ","$47,142 ","$49,161 ","$49,247 ","$48,570 "
Noble Group Limited (SGX:N21),SGX:N21,Hong Kong,Asia-Pacific,Trading Companies and Distributors,Services,Trading & Distribution,$643 ,$797 ,"$1,201 ","$1,837 ","$2,960 ","$4,397 ","$8,622 ","$11,691 ","$13,765 ","$23,497 ","$36,090 ","$31,183 ","$56,696 ","$80,732 ","$94,045 ","$97,878 ","$85,816 ","$66,712 ",$0 ,"$46,528 "
"América Móvil, S.A.B. de C.V. (BMV:AMX L)",BMV:AMX L,Mexico,Emerging,Wireless Telecommunication Services,TIME,Telecome Operators,$471 ,$771 ,"$1,466 ","$2,077 ","$2,885 ","$4,315 ","$6,766 ","$9,146 ","$11,760 ","$15,644 ","$17,355 ","$19,818 ","$30,520 ","$33,405 ","$38,916 ","$39,470 ","$42,591 ","$45,918 ",$0 ,"$47,046 "
